frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)
804	4.040249	7	234.186	63.547	1324.630	113.785	2186.629	1710.800	2534.058	329.471	3143.389	341.936	3885.631	447.344	4852.620	513.826	--undefined--	--undefined--
805	4.045249	8	233.937	62.830	750.856	832.475	1361.196	139.052	2390.923	230.859	3018.682	357.130	3609.440	310.653	4232.701	741.892	4875.309	384.919
806	4.050249	8	235.521	59.901	834.776	1025.185	1294.951	245.870	2284.753	312.145	3047.197	377.292	3647.255	338.198	4329.455	724.520	4909.350	539.824
807	4.055249	8	235.601	77.714	823.602	1363.293	1238.132	270.260	2177.289	362.981	3068.662	466.975	3601.107	485.070	4294.185	411.377	5011.991	613.133
808	4.060249	8	229.324	60.435	952.691	1103.262	1245.206	276.898	2336.061	412.895	3032.088	529.474	3680.017	390.031	4382.703	374.649	5402.792	960.133
809	4.065249	8	219.523	47.310	926.341	838.798	1362.474	316.810	2421.093	381.680	3001.143	523.229	3689.106	314.463	4428.099	326.860	5279.377	665.150
810	4.070249	8	227.677	80.121	839.259	1035.676	1334.046	303.737	2475.930	283.657	3145.941	581.587	3724.918	510.783	4508.079	546.405	5018.622	854.972
811	4.075249	8	229.191	118.180	873.702	1349.803	1255.391	267.082	2439.285	440.218	3089.526	569.737	3618.182	534.333	4380.492	526.839	4877.086	428.971
812	4.080249	8	269.023	193.622	627.514	1790.862	1251.302	177.140	2409.006	333.186	3171.338	426.509	3792.801	619.995	4490.906	767.771	4874.304	715.942
813	4.085249	7	282.708	236.898	1252.319	161.577	2253.571	568.257	3012.519	538.808	3536.839	467.610	4009.344	490.346	4729.025	533.523	--undefined--	--undefined--
814	4.090249	8	198.097	1124.441	1225.746	773.120	1972.021	686.116	2806.197	596.220	3381.245	511.627	3869.303	400.855	4418.826	1744.215	4698.696	678.109
815	4.095249	7	861.878	387.858	1749.707	302.252	2605.894	667.009	3193.475	1137.868	3425.060	634.645	3907.030	220.280	4730.246	419.436	--undefined--	--undefined--
816	4.100249	7	849.160	325.807	1735.225	178.430	2598.482	438.621	3392.140	462.627	3903.443	84.760	4758.013	1934.183	4839.889	486.534	--undefined--	--undefined--
817	4.105249	7	834.802	380.535	1708.175	137.520	2602.209	309.437	3687.087	375.870	3915.443	81.582	4492.750	552.476	5053.958	391.632	--undefined--	--undefined--
818	4.110249	7	679.605	581.388	1621.957	118.342	2669.102	177.540	3631.936	168.081	3927.176	91.083	4383.553	365.085	4917.344	533.327	--undefined--	--undefined--
819	4.115249	7	431.198	644.867	1553.034	196.676	2691.927	126.678	3522.360	119.862	3895.993	139.518	4437.288	185.487	4796.640	500.634	--undefined--	--undefined--
820	4.120249	7	445.833	727.646	1533.373	331.547	2660.564	91.747	3456.557	127.993	3878.241	230.861	4454.662	93.648	4876.518	331.107	--undefined--	--undefined--
821	4.125249	7	701.812	693.068	1592.797	359.922	2672.511	56.158	3422.223	236.546	3839.550	299.522	4484.270	138.030	4908.192	264.213	--undefined--	--undefined--
822	4.130249	7	673.914	687.167	1606.950	358.351	2704.826	63.433	3606.756	1177.351	3675.729	146.241	4305.781	235.342	4885.602	389.894	--undefined--	--undefined--
823	4.135249	7	594.879	233.198	1615.189	300.126	2698.180	131.561	3674.200	47.242	3717.381	1140.788	4238.250	145.224	5127.673	400.390	--undefined--	--undefined--
824	4.140249	7	558.205	169.765	1637.910	183.995	2652.238	69.448	3658.283	36.345	3772.573	662.797	4222.426	190.075	5050.722	428.073	--undefined--	--undefined--
825	4.145249	7	509.702	200.905	1619.108	89.599	2661.485	45.038	3495.178	2856.836	3635.022	28.355	4158.095	154.338	4851.154	473.800	--undefined--	--undefined--
826	4.150249	7	505.238	286.055	1616.400	75.982	2680.180	49.904	2882.387	2570.836	3609.101	80.044	4148.024	113.934	4779.145	299.051	--undefined--	--undefined--
827	4.155249	7	639.149	310.870	1605.884	76.453	2678.683	57.885	3021.087	1672.400	3610.954	111.818	4115.374	135.843	4744.253	339.449	--undefined--	--undefined--
828	4.160249	7	757.536	330.462	1588.193	62.005	2678.150	64.621	3371.668	1519.919	3595.653	120.632	4146.523	289.132	4853.013	675.755	--undefined--	--undefined--
829	4.165249	8	562.422	261.052	1391.411	2044.752	1636.312	145.864	2691.525	31.535	3582.611	109.769	3816.686	1073.996	4275.534	213.455	5133.353	495.529
830	4.170249	8	552.478	225.825	1329.557	2504.034	1670.285	197.799	2694.597	28.704	3565.827	76.807	4225.933	173.228	4332.430	2119.261	4881.897	604.028
831	4.175249	7	658.295	271.308	1636.610	118.132	2706.730	65.870	3564.545	96.279	4015.813	1686.934	4186.045	205.835	4801.900	349.191	--undefined--	--undefined--
832	4.180249	7	674.022	362.291	1616.832	65.324	2743.529	274.035	3007.134	2339.111	3605.080	89.005	4183.366	232.587	4826.895	356.887	--undefined--	--undefined--
833	4.185249	7	614.412	480.747	1593.491	84.604	2274.728	828.613	2838.316	394.870	3623.477	66.771	4169.783	189.565	4846.349	313.693	--undefined--	--undefined--
834	4.190249	7	650.415	569.827	1572.357	153.726	2070.686	951.666	2774.215	225.506	3643.648	57.800	4159.627	115.226	4784.462	353.825	--undefined--	--undefined--
835	4.195249	7	682.781	462.954	1574.075	118.299	2008.326	1009.831	2764.936	111.839	3646.693	71.465	4181.966	117.088	4680.653	276.852	--undefined--	--undefined--
836	4.200249	7	597.716	284.639	1580.477	111.251	1923.965	659.378	2767.878	91.130	3649.622	97.514	4183.717	162.483	4635.584	265.201	--undefined--	--undefined--
837	4.205249	7	581.486	294.768	1576.750	130.848	1999.454	627.345	2798.503	223.332	3696.769	108.106	4285.352	574.916	4569.803	481.073	--undefined--	--undefined--
838	4.210249	7	612.974	566.815	1591.308	424.620	1891.257	900.054	2714.498	276.251	3673.460	127.341	4234.696	638.991	4690.369	714.630	--undefined--	--undefined--
839	4.215249	7	846.741	785.912	1397.369	1236.865	1872.818	472.067	2691.255	353.139	3653.227	348.873	4098.355	753.371	4594.183	600.177	--undefined--	--undefined--
840	4.220249	7	864.969	378.568	1486.448	593.513	2035.222	352.994	2842.415	393.474	3627.623	328.719	4198.035	569.186	4833.106	613.943	--undefined--	--undefined--
841	4.225249	7	881.488	380.024	1371.826	505.718	2043.179	238.140	2835.357	300.671	3635.721	228.594	4247.931	272.209	5003.581	318.510	--undefined--	--undefined--
842	4.230249	7	980.117	802.616	1265.567	898.661	2020.534	436.676	2806.056	347.995	3696.953	204.573	4337.581	221.496	5034.946	367.598	--undefined--	--undefined--
843	4.235249	7	819.437	433.743	1586.111	780.775	1985.506	511.809	2756.591	317.887	3659.892	195.937	4418.338	173.672	5041.545	520.840	--undefined--	--undefined--
844	4.240249	7	893.764	544.296	1812.626	315.950	2121.659	1642.183	2763.223	507.755	3580.436	267.451	4397.286	255.286	5015.392	506.968	--undefined--	--undefined--
845	4.245249	7	986.737	515.862	1758.083	343.078	2420.795	760.615	3282.839	446.452	3634.351	1397.328	4283.512	483.096	4998.058	485.138	--undefined--	--undefined--
846	4.250249	8	359.140	901.190	1004.902	701.569	1663.559	378.094	2400.134	642.851	3149.494	425.388	3991.391	558.211	4164.838	1130.070	4970.469	389.992
847	4.255249	8	500.564	531.715	1189.105	1076.049	1590.240	402.726	2683.870	610.045	3038.634	1381.683	3826.504	714.097	4256.309	1240.000	4909.468	333.867
848	4.260249	7	557.423	366.413	1428.299	443.181	1784.389	626.443	2738.740	308.305	3511.655	575.671	4080.199	398.858	4820.854	390.110	--undefined--	--undefined--
849	4.265249	7	546.381	366.439	1390.294	257.340	2002.666	477.951	2897.550	216.210	3564.704	786.497	4077.918	251.706	4883.608	502.248	--undefined--	--undefined--
850	4.270249	7	452.059	456.406	1361.144	308.887	1990.579	255.733	2908.343	253.174	3302.879	614.392	4095.941	205.671	4865.064	318.435	--undefined--	--undefined--
851	4.275249	8	351.367	590.445	1222.945	431.858	1919.133	261.806	3001.423	1107.817	3052.688	468.963	3728.153	2268.163	4230.135	823.634	4899.146	381.621
852	4.280249	8	362.905	670.708	1080.139	313.076	1888.316	281.555	2578.920	1212.560	2967.239	388.959	3622.206	632.006	4424.081	449.535	4996.576	362.745
853	4.285249	8	592.862	517.879	1129.497	304.762	1902.107	379.749	2415.189	2619.962	2860.768	245.359	3708.827	505.456	4422.247	325.901	5076.022	535.381
854	4.290249	7	673.751	689.648	1209.567	416.752	1924.849	328.842	2807.796	158.516	3664.311	440.967	4461.996	517.185	4815.397	976.010	--undefined--	--undefined--
855	4.295249	7	781.417	370.816	1507.354	377.408	1988.933	352.804	2788.471	126.401	3582.646	366.380	4221.854	309.211	4764.533	325.029	--undefined--	--undefined--
856	4.300249	7	835.202	479.433	1561.819	581.941	1993.746	399.513	2763.447	272.663	3440.354	428.942	4161.975	258.180	4764.015	359.863	--undefined--	--undefined--
857	4.305249	7	841.463	608.649	1371.352	843.425	1954.634	359.102	2727.697	336.953	3393.364	401.575	4193.064	477.078	4759.421	341.995	--undefined--	--undefined--
858	4.310249	7	521.209	436.815	1345.325	420.017	1991.376	352.425	2871.089	655.745	3299.590	604.438	4289.794	814.684	4836.865	427.362	--undefined--	--undefined--
859	4.315249	8	489.493	296.616	1404.500	408.857	1559.929	1918.449	2043.736	482.115	3019.763	317.155	3595.460	474.039	4582.422	603.440	4969.398	458.334
860	4.320249	8	507.291	432.517	1487.212	520.359	1523.287	1893.891	2124.727	974.475	2967.023	466.808	3586.524	480.375	4447.545	613.572	4945.171	493.709
861	4.325249	8	364.078	1042.790	940.906	821.159	1633.656	581.198	2373.662	480.710	3170.004	379.145	3736.136	880.709	4350.058	566.997	4938.413	453.824
862	4.330249	8	412.433	341.082	1126.655	322.062	1798.224	528.511	2427.171	485.827	3238.341	275.042	4005.888	979.618	4155.253	599.527	4983.349	366.433
863	4.335249	8	503.753	249.350	1165.128	243.270	1921.171	467.223	2596.932	563.118	3356.096	426.388	3616.707	2459.820	4121.335	269.602	5021.224	307.302
864	4.340249	8	470.297	339.821	1152.456	245.120	1942.261	415.328	2659.636	380.726	3363.381	486.988	3988.846	2750.778	4168.859	315.568	4973.159	526.902
865	4.345249	8	172.307	915.338	1065.209	301.287	1863.379	259.791	2715.129	321.992	3327.234	703.415	4118.230	707.116	4641.285	761.561	5192.460	2256.210
866	4.350249	7	948.778	509.689	1737.295	600.205	1874.936	1007.148	2758.715	351.160	3585.599	449.156	4398.410	481.899	4949.907	1094.209	--undefined--	--undefined--
867	4.355249	7	806.503	542.515	1550.271	274.886	2310.102	638.686	2810.542	510.042	3702.809	506.168	4356.943	437.065	5064.659	719.237	--undefined--	--undefined--
868	4.360249	7	759.949	437.118	1531.408	234.788	2216.960	930.195	2707.490	370.989	3569.814	621.689	4234.286	631.795	4878.715	684.995	--undefined--	--undefined--
869	4.365249	7	742.996	325.059	1509.734	221.503	2111.515	696.282	2782.706	381.833	3454.394	512.021	4166.941	562.716	4754.901	515.851	--undefined--	--undefined--
870	4.370249	7	557.854	353.826	1486.466	331.802	2058.336	828.351	2613.073	702.227	3177.040	359.465	4055.337	285.395	4785.415	302.849	--undefined--	--undefined--
871	4.375249	7	510.098	306.254	1452.591	509.865	1652.312	1138.865	2484.501	426.818	3182.337	343.713	4022.373	189.387	4828.164	309.165	--undefined--	--undefined--
872	4.380249	7	556.613	490.629	1227.781	1130.454	1627.844	570.552	2751.598	1980.837	2846.651	398.154	3897.075	351.801	4748.641	634.143	--undefined--	--undefined--
873	4.385249	7	855.783	507.731	1293.457	536.818	1920.283	475.798	2849.669	206.979	3694.731	460.604	4281.841	640.290	4689.785	1084.964	--undefined--	--undefined--
874	4.390249	7	878.773	397.482	1325.811	462.692	1945.245	390.403	2861.649	213.571	3527.725	298.856	4200.768	373.487	4697.489	627.595	--undefined--	--undefined--
875	4.395249	7	679.029	724.279	1327.582	526.403	1940.470	320.714	2852.363	210.244	3522.545	220.890	4213.445	456.625	4863.677	595.526	--undefined--	--undefined--
876	4.400249	7	622.047	525.621	1411.035	321.287	1949.295	466.447	2826.639	213.299	3530.862	200.713	4163.168	507.942	4929.554	437.244	--undefined--	--undefined--
877	4.405249	8	599.660	444.067	1364.436	288.239	1988.477	2079.622	2104.732	1322.844	2839.440	440.201	3533.083	302.149	4325.580	475.475	4963.862	259.391
878	4.410249	7	720.159	476.033	1319.847	236.919	2172.968	531.029	2882.256	388.550	3479.580	340.426	4266.603	410.446	4911.822	224.420	--undefined--	--undefined--
879	4.415249	7	694.060	553.096	1305.657	253.312	2129.552	347.855	2911.351	204.376	3525.884	284.848	4316.059	317.468	4910.964	276.329	--undefined--	--undefined--
880	4.420249	7	468.729	338.912	1342.657	195.705	2095.829	247.734	2913.557	202.804	3534.976	341.193	4404.867	340.910	4943.042	644.045	--undefined--	--undefined--
881	4.425249	7	532.678	540.024	1453.670	216.177	2157.684	436.526	2971.822	321.091	3485.528	729.856	3970.280	1169.990	4645.244	255.250	--undefined--	--undefined--
882	4.430249	7	551.897	1084.613	1473.902	388.012	2162.639	1004.695	2997.112	329.858	3652.995	714.039	4537.374	1478.663	4619.958	350.463	--undefined--	--undefined--
883	4.435249	8	455.921	375.378	1335.514	525.475	1676.082	369.694	2793.718	3347.923	2898.125	118.384	3585.213	474.188	4380.292	372.680	4889.733	609.251
884	4.440249	8	563.318	212.880	1397.343	295.764	1690.406	538.052	2846.489	126.153	3516.162	393.197	3739.702	4585.909	4358.949	457.673	4932.330	619.894
885	4.445249	8	609.869	195.213	1365.652	250.899	1657.048	756.111	2748.240	553.708	2981.884	1015.293	3498.560	550.431	4340.492	374.982	5010.186	446.774
886	4.450249	8	568.890	308.205	1348.560	504.116	1665.319	514.777	2501.015	807.871	3011.205	363.304	3575.422	344.140	4358.969	347.198	5006.205	399.098
887	4.455249	8	463.571	453.501	1275.748	512.192	1722.849	341.257	2699.552	702.340	3034.285	708.323	3601.530	316.064	4339.946	319.083	5046.692	550.729
888	4.460249	8	525.354	595.648	1246.234	408.713	1681.993	641.610	2670.880	902.019	3051.530	991.905	3594.036	348.847	4381.386	325.010	5078.094	883.773
889	4.465249	7	817.776	810.923	1410.611	276.416	2274.550	856.067	3006.005	504.929	3532.223	300.785	4394.216	323.301	5032.136	817.653	--undefined--	--undefined--
890	4.470249	7	876.453	867.882	1383.708	226.230	2176.998	506.943	2981.120	295.650	3537.682	214.240	4413.527	293.589	5026.848	363.963	--undefined--	--undefined--
891	4.475249	8	493.923	433.972	1329.288	279.111	1855.900	1784.439	1906.603	660.348	3013.984	375.983	3584.579	226.547	4479.222	422.327	4975.787	445.340
892	4.480249	8	490.958	618.310	1055.076	510.017	1662.404	341.010	2288.805	1207.943	3045.425	282.940	3661.493	247.238	4478.493	470.121	4989.576	427.190
893	4.485249	8	357.380	769.090	956.430	189.503	1640.352	202.357	2504.156	803.134	3057.093	234.524	3701.674	509.406	4362.578	355.033	4953.533	311.718
894	4.490249	8	407.732	688.025	985.687	326.012	1605.579	341.389	2302.649	523.912	3074.695	167.744	3738.038	697.143	4289.624	309.108	4928.628	281.301
895	4.495249	8	521.787	369.501	1073.769	463.232	1623.887	357.941	2323.003	475.809	3071.909	379.339	3683.322	334.048	4312.320	350.103	4979.303	242.707
896	4.500249	8	556.864	359.846	1176.560	548.978	1633.051	296.326	2583.572	874.236	2929.148	844.925	3629.197	211.681	4412.165	369.900	4985.634	300.686
897	4.505249	8	480.550	459.180	1037.611	459.827	1578.250	256.760	2388.013	443.501	3065.435	355.466	3649.383	171.874	4498.465	155.621	5040.383	381.173
898	4.510249	8	429.244	632.152	1100.870	541.377	1491.424	565.064	2263.267	375.538	3112.282	300.312	3600.798	223.025	4517.909	208.034	5008.598	630.230
899	4.515249	8	319.969	1228.877	1087.693	389.076	1635.162	874.705	2220.012	701.398	3160.965	620.837	3540.200	286.867	4511.326	351.954	5096.384	1160.353
900	4.520249	8	545.944	499.989	1036.793	256.017	1687.173	263.215	2479.905	490.178	3118.659	495.082	3604.286	285.506	4396.220	230.943	5023.258	521.895
901	4.525249	8	551.968	271.086	1171.576	227.272	1715.928	362.789	2469.296	590.041	2973.322	340.657	3713.238	371.361	4374.543	255.995	5002.102	383.891
902	4.530249	8	476.708	328.793	1204.209	268.008	1685.870	595.414	2336.791	616.706	2944.650	376.924	3667.916	345.151	4373.841	201.095	4985.766	291.845
903	4.535249	8	558.759	475.425	1106.060	890.435	1497.129	424.482	2295.983	676.930	2861.831	546.113	3565.248	254.219	4350.530	194.545	4988.035	226.169
904	4.540249	7	768.926	454.933	1488.397	401.034	2012.484	1193.525	2709.007	332.479	3513.310	301.299	4340.861	388.249	4984.523	422.023	--undefined--	--undefined--
905	4.545249	7	622.706	555.538	1297.711	362.137	1947.385	724.680	2694.252	278.882	3478.279	328.255	4334.203	403.317	4868.678	766.170	--undefined--	--undefined--
906	4.550249	7	452.652	398.393	1211.484	218.435	2118.487	854.820	2786.935	609.154	3420.054	361.952	4219.745	455.948	4737.948	614.363	--undefined--	--undefined--
907	4.555249	8	437.976	332.773	1124.671	193.356	1961.877	572.436	2792.996	523.470	3356.221	349.036	4113.875	481.538	4680.558	727.936	5269.185	1746.723
908	4.560249	7	420.181	417.843	1145.552	389.319	1920.330	389.946	2648.349	579.497	3319.510	390.392	4061.098	453.515	4661.136	637.608	--undefined--	--undefined--
909	4.565249	7	291.880	888.911	1185.121	359.087	1875.744	253.550	2781.129	270.575	3429.160	413.390	4255.754	239.429	5015.262	910.003	--undefined--	--undefined--
910	4.570249	8	314.568	874.704	1138.000	307.703	1819.820	258.813	2758.100	126.750	3353.421	355.816	3968.584	946.587	4280.292	213.154	5184.314	834.671
911	4.575249	8	471.911	419.712	1120.989	447.557	1779.884	333.692	2748.536	106.848	3347.851	347.539	3973.485	811.178	4286.896	225.718	5235.538	779.576
912	4.580249	8	431.304	447.313	1083.636	379.110	1800.737	271.271	2740.966	222.554	3419.665	425.895	4174.066	1455.995	4236.288	462.003	5113.015	897.872
913	4.585249	8	294.173	617.179	1057.972	246.914	1827.404	269.658	2679.824	533.920	3334.920	467.340	3816.262	533.054	4667.542	384.243	5285.825	1537.186
914	4.590249	8	154.381	578.847	1069.245	307.630	1720.363	246.263	2604.007	362.506	3284.672	452.158	3838.851	401.949	4765.339	355.751	4773.887	1035.377
915	4.595249	8	341.040	413.358	1034.426	494.447	1727.186	189.001	2578.701	345.234	3153.400	622.092	3846.537	399.166	4412.425	910.543	4823.364	184.865
916	4.600249	7	414.961	690.806	1069.987	468.212	1766.551	348.408	2638.589	313.182	3456.938	511.754	3992.197	237.609	4787.665	180.700	--undefined--	--undefined--
917	4.605249	7	825.477	698.316	1234.693	583.326	1716.795	918.064	2667.520	381.728	3439.626	175.952	4011.654	85.627	4738.252	390.481	--undefined--	--undefined--
918	4.610249	7	756.317	1357.130	929.019	277.841	1704.144	719.009	2671.449	351.544	3466.284	261.577	4023.207	67.418	4611.570	816.019	--undefined--	--undefined--
919	4.615249	7	626.875	1365.538	905.509	123.513	1645.324	537.692	2661.676	186.518	3437.325	494.270	4013.996	102.279	4200.437	825.034	--undefined--	--undefined--
920	4.620249	7	535.927	1440.215	942.603	148.456	1499.433	438.627	2676.445	89.442	3342.743	377.210	4023.016	118.561	4143.269	715.125	--undefined--	--undefined--
921	4.625249	7	677.015	785.403	1094.067	195.357	1478.788	834.328	2683.441	72.980	3405.021	236.872	4007.442	134.121	4348.274	736.571	--undefined--	--undefined--
922	4.630249	7	759.686	509.429	1111.219	174.008	1707.667	1568.425	2655.399	100.941	3412.809	211.433	4016.598	158.276	4479.413	574.748	--undefined--	--undefined--
923	4.635249	8	576.457	287.168	1047.815	114.659	1896.475	595.628	2696.762	97.010	3375.794	136.478	4069.531	163.686	4306.606	761.448	5148.422	1117.306
